申请学校,学位,专业,申请结果,入学年份,入学学期,通知时间,TOEFL,GRE,本科学校档次,本科专业,本科成绩和算法，排名,其他说明,url
Paris School of Economics,M1,Economics,被拒,2015,Fall,2015-04-17,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1819236&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991&page=4
Concordia University,Meng,Mechanical Engineering,AD无奖,2015,Fall,2015-07-09,"Overall: 97, 
                    R: 25 /
                    L: 27 /
                    S: 23 /
                    W: 22",,双非,机械工程及自动化,3.3/4.0,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1858070&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of British Columbia,MA,Economics,AD小奖,2015,Fall,2015-03-19,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1813080&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991&page=2
Yale University,MA,International and Development Economics (IDE),被拒,2015,Fall,2015-03-17,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1813080&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991&page=2
Brown University,PhD,Economics,被拒,2015,Fall,2015-03-13,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1813080&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991&page=2
The Pennsylvania State University,PhD,Economics,被拒,2015,Fall,2015-03-12,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1813080&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991&page=2
Concordia University,MBA,Business Administration and Management,AD无奖,2015,Fall,2015-03-13,,,双非,会计,80,500强 FA工作2年半  GPA略低 T T~~~,http://bbs.gter.net/forum.php?mod=viewthread&tid=1811078&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McMaster University,MBA,Business Administration and Management,AD无奖,2015,Fall,2015-03-13,,,双非,会计,80,500强 FA工作2年半  GPA略低 T T~~~,http://bbs.gter.net/forum.php?mod=viewthread&tid=1811078&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Cape Breton University,MBA,Business Administration and Management,AD无奖,2015,Fall,2015-03-10,,,双非,会计,80,500强 FA工作2年半  GPA略低 T T~~~,http://bbs.gter.net/forum.php?mod=viewthread&tid=1811078&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of British Columbia,MS,Mechanical Engineering,offer,2015,Fall,2015-02-10,"Overall: 97, 
                    R: 27 /
                    L: 24 /
                    S: 20 /
                    W: 26","Overall: 313, 
                    V: 143 /
                    Q: 170 /
                    AW: 3.5",双非,机械,85%，排名4/67,有两篇EI会议论文，很水，一篇一作一篇三作。还有一些大大小小的奖学金之类。本科大四在ucsd做交换。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1818082&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McGill University,Meng,Mechanical Engineering,AD小奖,2015,Fall,2015-03-20,"Overall: 97, 
                    R: 27 /
                    L: 24 /
                    S: 20 /
                    W: 26","Overall: 313, 
                    V: 143 /
                    Q: 170 /
                    AW: 3.5",双非,机械,85%，排名4/67,有两篇EI会议论文，很水，一篇一作一篇三作。还有一些大大小小的奖学金之类。本科大四在ucsd做交换。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1818082&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Victoria,MA,"Linguistics, Interpretation, and Translation",被拒,2015,Fall,2015-05-08,"Overall: 103, 
                    R: 26 /
                    L: 28 /
                    S: 22 /
                    W: 27",,211,英语,3.89/4.0,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1828376&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of British Columbia,MS,Computer Science,被拒,2015,Fall,2015-03-17,,,,Computer Science,3.88/4.3,无论文只是在加拿大读的本科,http://bbs.gter.net/forum.php?mod=viewthread&tid=1829560&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Simon Fraser University,MS,Computer Science,offer,2015,Fall,2015-04-17,,,,Computer Science,3.88/4.3,无论文只是在加拿大读的本科,http://bbs.gter.net/forum.php?mod=viewthread&tid=1829560&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Western University,PhD,Sociology,AD无奖,2015,Fall,2015-03-04,"Overall: 99, 
                    R: 23 /
                    L: 26 /
                    S: 24 /
                    W: 26","Overall: 320, 
                    V: 150 /
                    Q: 170 /
                    AW: 4",211,economics,3.2/4.0,两篇一作，一篇sci在投。算是还可以的牛实习。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1808025&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of British Columbia,MA,Economics,AD小奖,2015,Fall,2015-03-19,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1812935&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Yale University,MA,International and Development Economics (IDE),被拒,2015,Fall,2015-03-17,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1812935&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Brown University,PhD,Economics,被拒,2015,Fall,2015-03-13,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1812935&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
The Pennsylvania State University,PhD,Economics,被拒,2015,Fall,2015-03-12,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1812935&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McGill University,MA,Second Language Ed,AD无奖,2015,Fall,2015-04-20,"Overall: 97, 
                    R: 27 /
                    L: 25 /
                    S: 22 /
                    W: 23",,双非,对外汉语,3.5,无文无推，学校专业还是比较受认可的吧。有点工作经验，而且今年申请的人可能比较少，一直感觉macgill还是挺学术的。。。学术渣本来不太报希望的,http://bbs.gter.net/forum.php?mod=viewthread&tid=1822808&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McGill University,MA,"Linguistics, Interpretation, and Translation",offer,2015,Fall,2015-01-31,"Overall: 111, 
                    R: 29 /
                    L: 29 /
                    S: 24 /
                    W: 29","Overall: 331, 
                    V: 161 /
                    Q: 170 /
                    AW: 3(rescoring)",211,English (major); French (minor),3.63,"一个水会议，无论文，但是有些小的研究所以CV比较满（面试时POI还问我为什么本专业之外可以做那么多研究，我没答上来...）。

两封推荐信，导师的给我看过，把我夸挺好的；另一封是本来在欧洲某校的老师，他的我没看过。",http://bbs.gter.net/forum.php?mod=viewthread&tid=1801158&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
SUNY Binghamton University,PhD,Economics and Econometrics,offer,2015,Fall,2015-04-15,,"Overall: 322, 
                    V: 155 /
                    Q: 167 /
                    AW: 3",中山大学,统计,3.5/5.0,"中文论文*3 英文一篇退回修改中
省级项目一个 
现从事银行数据分析工作
想不出还有什么要说的了",http://bbs.gter.net/forum.php?mod=viewthread&tid=1833904&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Claremont Graduate University,PhD,Economics and Econometrics,offer,2015,Fall,2015-04-16,,"Overall: 322, 
                    V: 155 /
                    Q: 167 /
                    AW: 3",中山大学,统计,3.5/5.0,"中文论文*3 英文一篇退回修改中
省级项目一个 
现从事银行数据分析工作
想不出还有什么要说的了",http://bbs.gter.net/forum.php?mod=viewthread&tid=1833904&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Missouri,PhD,Economics and Econometrics,offer,2015,Fall,2015-04-15,,"Overall: 322, 
                    V: 155 /
                    Q: 167 /
                    AW: 3",中山大学,统计,3.5/5.0,"中文论文*3 英文一篇退回修改中
省级项目一个 
现从事银行数据分析工作
想不出还有什么要说的了",http://bbs.gter.net/forum.php?mod=viewthread&tid=1833904&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Simon Fraser University,MA,Economics and Econometrics,offer,2015,Fall,2015-04-07,,"Overall: 322, 
                    V: 155 /
                    Q: 167 /
                    AW: 3",中山大学,统计,3.5/5.0,"中文论文*3 英文一篇退回修改中
省级项目一个 
现从事银行数据分析工作
想不出还有什么要说的了",http://bbs.gter.net/forum.php?mod=viewthread&tid=1833904&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Lingnan University,PhD,HK:Economics,offer,2015,Fall,2015-05-23,,"Overall: 322, 
                    V: 155 /
                    Q: 167 /
                    AW: 3",中山大学,统计,3.5/5.0,"中文论文*3 英文一篇退回修改中
省级项目一个 
现从事银行数据分析工作
想不出还有什么要说的了",http://bbs.gter.net/forum.php?mod=viewthread&tid=1833904&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Florida State University,PhD,Economics and Econometrics,AD无奖,2015,Fall,2015-04-20,,"Overall: 322, 
                    V: 155 /
                    Q: 167 /
                    AW: 3",中山大学,统计,3.5/5.0,"中文论文*3 英文一篇退回修改中
省级项目一个 
现从事银行数据分析工作
想不出还有什么要说的了",http://bbs.gter.net/forum.php?mod=viewthread&tid=1833904&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Kansas,PhD,Economics and Econometrics,AD无奖,2015,Fall,2015-03-15,,"Overall: 322, 
                    V: 155 /
                    Q: 167 /
                    AW: 3",中山大学,统计,3.5/5.0,"中文论文*3 英文一篇退回修改中
省级项目一个 
现从事银行数据分析工作
想不出还有什么要说的了",http://bbs.gter.net/forum.php?mod=viewthread&tid=1833904&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Alberta,MS,Electrical and Electronics Engineering,offer,2014,Fall,2014-03-20,,,国内其他高校,power,87,IEEE会议一作，无牛腿.,http://bbs.gter.net/forum.php?mod=viewthread&tid=1712497&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Simon Fraser University-Surrey Campus,Meng,Mechanical Engineering,AD无奖,2015,Fall,2015-08-07,"Overall: 97, 
                    R: 25 /
                    L: 27 /
                    S: 23 /
                    W: 22","Overall: 302, 
                    V: 144 /
                    Q: 158 /
                    AW: 3.0",双非,机械工程及自动化,3.3/4.0,"一个学期的的外校科研经历
两年国企工作经验
三封推荐信：其中一封来自外校教授的，一封是本校副教授的，一封来自本公司领导。
还有一些校内零零散散的设计比赛",http://bbs.gter.net/forum.php?mod=viewthread&tid=1873614&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
HEC Montréal,MS,Logistics and Supply Chain Management,AD无奖,2016,Spring,2015-10-08,,"Overall: 315, 
                    V: 149 /
                    Q: 166 /
                    AW: 3.0",双非,金融&法语,金融3.76/4.0 法语3.95/4.0,无牛推、无论文、无交换。。。国内国际志愿者，香港外汇training，法国商学院project，全国网络商务大赛二奖，各种水水的奖学金和优秀干部，marketing、banking、consulting实习。国有商业银行全职工作ing。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1883908&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Western University,MMASc,Management of Applied Science,AD无奖,2015,Fall,2015-07-20,,"Overall: 310, 
                    V:  /
                    Q:  /
                    AW:",211 & 985,数学与应用数学,"89/100, 4/53","真心无语了，现在才来消息~
我原来申请的西安大略的统计硕士，后来发邮件说统计招满了，问我对这个专业感不感兴趣，说这个专业是今年新开的一个专业，可以的话可以转一下申请试试~ 
我就同意转了~
但是学费是统计的一倍有木有！！！
本来已经打算去Carleton了，这下子又要纠结了！
小伙伴们有没有遇到这种情况的啊？给我点儿建议吧！！我实在不知道怎么办了~哭死了~",http://bbs.gter.net/forum.php?mod=viewthread&tid=1863402&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Western University,MS,Chemistry,offer,2015,Fall,2015-05-04,,,211 & 985,应用化学,2/65  88.6,无论文，负责的创新项目结题，一次国奖，一次命名奖学金，若干校奖,http://bbs.gter.net/forum.php?mod=viewthread&tid=1827214&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Manitoba,BA,Computer Science,AD无奖,2015,Fall,2015-03-06,,,双非,医学影象学,84,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1832855&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Saskatchewan,BA,Computer Science,AD无奖,2015,Fall,2015-03-26,,,双非,医学影象学,84,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1832855&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Ryerson University,BA,Computer Science,AD无奖,2015,Fall,2015-04-01,,,双非,医学影象学,84,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1832855&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Calgary,BA,Computer Science,AD无奖,2015,Fall,2015-04-21,,,双非,医学影象学,84,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1832855&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McMaster University,BA,Computer Science,AD无奖,2015,Fall,2015-05-15,,,双非,医学影象学,84,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1832855&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
York University,BA,Computer Science,AD无奖,2015,Fall,2015-06-04,,,双非,医学影象学,84,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1832855&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Saskatchewan,MS,Biostatistics,AD无奖,2015,Fall,2015-03-25,"Overall: 91, 
                    R: 25 /
                    L: 24 /
                    S: 18 /
                    W: 24",,211,经济学,3.25/4,水论文 水社科基金 大型重工业国企水工作经验 无牛腿（推荐人分别是本科导师 研究生导师 工作导师）无陶瓷,http://bbs.gter.net/forum.php?mod=viewthread&tid=1815184&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Windsor,MA,Applied Economics&Policy,offer,2015,Fall,2015-07-09,,,双非,财务管理,80,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1860968&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Dalhousie University,Meng,Chemical Engineering,AD无奖,2015,Fall,2015-05-11,,,双非,化学工程与工艺,3.55,没有文章，没有牛推，普普通通本科毕业生一枚。雅思不够，读3个月语言，还在等western，不造要不要等western了，western可能要等到7月了……,http://bbs.gter.net/forum.php?mod=viewthread&tid=1829577&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Alberta,PhD,Chemistry,offer,2015,Fall,2015-03-04,,,211 & 985,材料化学,90,申请的时候，一篇论文在投，推荐人找了两个杰青，没有什么太牛的经历，申请时没有套到老师，是化学院直接给的OFFER。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1820963&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
McGill University,MS,Biostatistics,offer,2014,Fall,2014-03-11,,,国外高校（含港澳台）,Statistics+Minor Math,3.75/4.33,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1709028&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Western University,MS,Civil Engineering,offer,2016,Spring,2015-04-30,"Overall: 97, 
                    R: 26 /
                    L: 24 /
                    S: 22 /
                    W: 25",,211 & 985,船舶于海洋工程,90.2  4/129,国内985.211，只是平均分较高，且有半年荷兰Delft经历，科研并无很多。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1875234&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Northern British Columbia,MS,Civil Engineering,AD小奖,2015,Fall,2015-05-01,"Overall: 97, 
                    R: 26 /
                    L: 24 /
                    S: 22 /
                    W: 25",,211 & 985,船舶于海洋工程,90.2  4/129,国内985.211，只是平均分较高，且有半年荷兰Delft经历，科研并无很多。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1875234&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Windsor,MS,Civil Engineering,AD小奖,2015,Fall,2015-05-05,"Overall: 97, 
                    R: 26 /
                    L: 24 /
                    S: 22 /
                    W: 25",,211 & 985,船舶于海洋工程,90.2  4/129,国内985.211，只是平均分较高，且有半年荷兰Delft经历，科研并无很多。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1875234&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Manitoba,MS,Civil Engineering,offer,2015,Fall,2015-04-03,"Overall: 97, 
                    R: 26 /
                    L: 24 /
                    S: 22 /
                    W: 25",,211 & 985,船舶于海洋工程,90.2  4/129,国内985.211，只是平均分较高，且有半年荷兰Delft经历，科研并无很多。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1875234&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Calgary,MS,Civil Engineering,AD无奖,2015,Fall,2015-03-05,"Overall: 97, 
                    R: 26 /
                    L: 24 /
                    S: 22 /
                    W: 25",,211 & 985,船舶于海洋工程,90.2  4/129,国内985.211，只是平均分较高，且有半年荷兰Delft经历，科研并无很多。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1875234&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Dalhousie University,MS,Civil Engineering,AD无奖,2015,Fall,2015-03-12,"Overall: 97, 
                    R: 26 /
                    L: 24 /
                    S: 22 /
                    W: 25",,211 & 985,船舶于海洋工程,90.2  4/129,国内985.211，只是平均分较高，且有半年荷兰Delft经历，科研并无很多。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1875234&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Victoria,MS,Civil Engineering,被拒,2015,Fall,2015-08-25,"Overall: 97, 
                    R: 26 /
                    L: 24 /
                    S: 22 /
                    W: 25",,211 & 985,船舶于海洋工程,90.2  4/129,国内985.211，只是平均分较高，且有半年荷兰Delft经历，科研并无很多。,http://bbs.gter.net/forum.php?mod=viewthread&tid=1875234&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
UBC/SFU,MA,Master of Digital Media,AD无奖,2015,Fall,2015-04-02,,,双非,Bachelor of Arts in Communication,3.4/4.0,香港4A广告公司工作两年,http://bbs.gter.net/forum.php?mod=viewthread&tid=1822361&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Western University,MA,Educational Research,offer,2015,Fall,2015-01-08,,,双非,英语,85.1,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1796048&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of British Columbia,MA,Economics,AD小奖,2015,Fall,2015-03-19,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1813080&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991&page=3
Yale University,MA,International and Development Economics (IDE),被拒,2015,Fall,2015-03-17,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1813080&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991&page=3
Brown University,PhD,Economics,被拒,2015,Fall,2015-03-13,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1813080&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991&page=3
The Pennsylvania State University,PhD,Economics,被拒,2015,Fall,2015-03-12,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1813080&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991&page=3
University of Toronto,其它,Educational Research,AD无奖,2014,Fall,2014-04-09,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1716655&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of British Columbia,MA,Educational Research,AD小奖,2014,Fall,2014-04-01,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1716655&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Queen’s University,其它,Educational Research,AD小奖,2014,Fall,2014-03-20,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1716655&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Brock University,其它,Educational Research,offer,2014,Fall,2014-03-20,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1716655&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Western University,MA,Educational Research,AD小奖,2014,Fall,2014-04-01,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1716655&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
Simon Fraser University,其它,Educational Research,AD无奖,2014,Fall,2014-04-01,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1716655&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Ottawa,其它,Educational Research,AD无奖,2014,Fall,2014-04-01,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1716655&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Calgary,MA,Educational Research,AD无奖,2014,Fall,2014-03-20,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1716655&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Victoria,其它,Educational Research,AD无奖,2014,Fall,2014-03-20,,,,,,,http://bbs.gter.net/forum.php?mod=viewthread&tid=1716655&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of British Columbia,LLM,Law,AD小奖,2015,Fall,2015-04-03,,,211,法律,3.8,学校校级课题优秀项目负责人（其实很水），暑期赴德国志愿者交流,http://bbs.gter.net/forum.php?mod=viewthread&tid=1822692&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
York University,LLM,Law,offer,2015,Fall,2015-03-23,,,211,法律,3.8,学校校级课题优秀项目负责人（其实很水），暑期赴德国志愿者交流,http://bbs.gter.net/forum.php?mod=viewthread&tid=1822692&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Saskatchewan,MS,Mechanical Engineering,AD无奖,2015,Fall,2015-07-21,"Overall: 97, 
                    R: 25 /
                    L: 27 /
                    S: 23 /
                    W: 22","Overall: 302, 
                    V: 144 /
                    Q: 158 /
                    AW: 3.0",双非,机械工程及自动化,3.3/4.0,"一个学期的的外校科研经历
两年国企工作经验
三封推荐信：其中一封来自外校教授的，一封是本校副教授的，一封来自本公司领导。
还有一些校内零零散散的设计比赛",http://bbs.gter.net/forum.php?mod=viewthread&tid=1863210&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
University of Cambridge,MPhil,Economics (Economic Research),AD无奖,2015,Fall,2015-04-02,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1819207&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
The Chinese University of Hong Kong,MPhil,HK:Economics ($$$),offer,2015,Fall,2015-03-31,,"V: 154 /
                    Q: 170 /
                    AW: 3.5",中国人民大学,经济学院,3.80/4.00 (5%)  第三年3.98/4.00,"4段助研：2段行为与实验经济学+2段发展经济学/           
2段实习：政府+银行/               
3篇水文：水杂志一篇；seminar一篇；参加某论文比赛一篇",http://bbs.gter.net/forum.php?mod=viewthread&tid=1819207&extra=page%3D8%26filter%3Dtypeid%26typeid%3D991%26typeid%3D991
